# AVERAGED DATA - METHODOLOGY
# This file contains data averaged over prompts for easier comparison
# 
# Averaging Details:
# - Method: Mean across all prompts for each parameter combination
# - Total prompts included: 4
# - Prompts: a bulldozer made out of toy bricks, a photo of a tulip, a photo of an ice cream, a small saguaro cactus planted in a clay pot
# - Original data points: 16
# - Averaged data points: 4
# 
# Each row represents the average performance across all prompts for a specific parameter value
# Standard deviations and other statistics are also averaged accordingly
#
# Generated by: average_over_prompts.py
# Date: 2025-09-18 16:50:42
#
experiment,rbf_beta,n_runs,fidelity_mean_mean,fidelity_mean_std,fidelity_mean_min,fidelity_mean_max,fidelity_mean_cv,fidelity_std_mean,fidelity_std_std,diversity_mean_mean,diversity_mean_std,diversity_mean_min,diversity_mean_max,diversity_mean_cv,diversity_std_mean,diversity_std_std,cross_consistency_mean_mean,cross_consistency_mean_std,cross_consistency_mean_min,cross_consistency_mean_max,cross_consistency_mean_cv,cross_consistency_std_mean,cross_consistency_std_std
exp5_rbf_beta,0.5,16,0.3883817102760076,0.003289447011336975,0.38429848849773407,0.39193666726350784,0.008511220630758624,0.00958717142930245,0.00229013659376755,0.2618572479113936,0.00927319535671985,0.2507940456271171,0.272426787763834,0.03607114506857958,0.014389939897227975,0.004287945510591375,0.8314125090837479,0.0083343961671574,0.8201290816068649,0.8383683264255524,0.010022480443184524,0.021245339186862,0.002845130600102875
exp5_rbf_beta,1.0,16,0.3877612203359604,0.003550253265171875,0.38292520493268967,0.39114755392074585,0.009245852411784225,0.009120521222939649,0.0017236070242291751,0.2625516848638653,0.010811871301900651,0.2497279457747936,0.27453317493200297,0.0417239624399402,0.013539871084503725,0.002736497623011575,0.8326324485242367,0.006627156215208675,0.82578144967556,0.8408509343862534,0.007875529282793175,0.018907503923401174,0.006238784501503275
exp5_rbf_beta,1.5,16,0.3871323801577091,0.002504122291440525,0.38481656461954117,0.39044979214668274,0.0065831999568641,0.0100578812416642,0.0029895807221902502,0.2596974847838282,0.009150822330127826,0.25117511302232737,0.27120649442076683,0.035567584469467395,0.014513303001876825,0.003946185607042575,0.8329206742346287,0.004727599967894725,0.8268050104379654,0.8374056220054626,0.005706134192158225,0.018093903141561826,0.00226036130159845
exp5_rbf_beta,2.0,16,0.3919781073927879,0.003158399295108775,0.3886117935180664,0.39562238752841944,0.0081673362556479,0.008669352682772951,0.002206224168184525,0.24281577114015812,0.01285258271746505,0.2299323715269565,0.25894118845462794,0.0511868681854621,0.01368007552810005,0.003399795108762075,0.8346470966935158,0.00678902309428985,0.8273965716362,0.8429137766361237,0.0082637875288196,0.01920255535515015,0.00613198313896585
