# RAW EXPERIMENTAL DATA - METHODOLOGY
# This file contains raw experimental data consolidated from individual runs
# 
# Data Details:
# - Experiment: exp5_rbf_beta
# - Total runs: 64
# - Data source: Individual experiment runs with metrics calculated per run
# - Metrics included: Fidelity, diversity, cross-consistency
# - Statistics: Mean and standard deviation calculated per run
# 
# Each row represents one experimental run with its calculated metrics
# Raw data before any averaging or statistical aggregation
#
# Generated by: consolidate_experiments.py
# Date: 2025-09-18 16:50:41
#
experiment,run_id,last_step,n_samples,prompt,seed,rbf_beta,fidelity_mean,fidelity_std,diversity_mean,diversity_std,cross_consistency_mean,cross_consistency_std,cfg_H,cfg_W,cfg_adaptive_lambda,cfg_anneal_timestep,cfg_batch_size,cfg_best_step,cfg_cosine_beta,cfg_cosine_eps_shift,cfg_densification_interval,cfg_densify_grad_threshold,cfg_density_end_iter,cfg_density_start_iter,cfg_density_thresh,cfg_efficiency_interval,cfg_elevation,cfg_enable_lpips,cfg_eval_H,cfg_eval_W,cfg_eval_radius,cfg_feature_extractor_model_name,cfg_feature_layer,cfg_feature_lr,cfg_force_cuda_rast,cfg_force_same_noise,cfg_force_same_t,cfg_fovy,cfg_geom_lr,cfg_gui,cfg_guidance_scale,cfg_horizontal,cfg_imagedream,cfg_input,cfg_invert_bg_prob,cfg_iters,cfg_iters_refine,cfg_kernel_type,cfg_lambda_repulsion,cfg_lambda_sd,cfg_lambda_zero123,cfg_load,cfg_losses_interval,cfg_max_ver,cfg_mesh,cfg_mesh_format,cfg_metrics,cfg_min_ver,cfg_multi_view_type,cfg_mvdream,cfg_negative_prompt,cfg_num_particles,cfg_num_pts,cfg_num_views,cfg_opacity_lr,cfg_opacity_reset_interval,cfg_outdir,cfg_percent_dense,cfg_position_lr_delay_mult,cfg_position_lr_final,cfg_position_lr_init,cfg_position_lr_max_steps,cfg_prompt,cfg_quantitative_metrics_interval,cfg_radius,cfg_rbf_beta,cfg_ref_size,cfg_rep_ratio_target,cfg_repulsion_type,cfg_rotation_lr,cfg_save_features,cfg_save_features_interval,cfg_save_iid,cfg_save_model,cfg_save_path,cfg_save_rendered_images,cfg_save_rendered_images_interval,cfg_scaling_lr,cfg_schedule_iters,cfg_seed,cfg_sh_degree,cfg_stable_zero123,cfg_texture_lr,cfg_train_geo,cfg_video_snapshot,cfg_visualize,cfg_visualize_fixed_viewpoint,cfg_visualize_fixed_viewpoint_interval,cfg_visualize_graph,cfg_visualize_graph_interval,cfg_visualize_multi_viewpoints,cfg_visualize_multi_viewpoints_interval,cfg_warmup_rgb_loss
exp5_rbf_beta,TUL__S42__rbf_beta_0.5,1000,1,a photo of a tulip,42,0.5,0.3825721740722656,0.0113099934533238,0.2528157234191894,0.0120258871465921,0.8344550132751465,0.0244198609143495,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S42__rbf_beta_1.0,1000,1,a photo of a tulip,42,1.0,0.3845796287059784,0.0046446290798485,0.2201227992773056,0.0147460177540779,0.8646426200866699,0.0214113518595695,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S42__rbf_beta_1.5,1000,1,a photo of a tulip,42,1.5,0.3816933035850525,0.0092186033725738,0.2321774065494537,0.0155607936903834,0.8550714254379272,0.0265971161425113,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S42__rbf_beta_2.0,1000,1,a photo of a tulip,42,2.0,0.3825300931930542,0.009799376130104,0.2115880250930786,0.0091120889410376,0.8556501269340515,0.0324446000158786,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S456__rbf_beta_0.5,1000,1,a photo of a tulip,456,0.5,0.3796115219593048,0.008902252651751,0.2425301074981689,0.012172925285995,0.853785514831543,0.0227342098951339,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S456__rbf_beta_1.0,1000,1,a photo of a tulip,456,1.0,0.3801291584968567,0.0101359039545059,0.2432512938976287,0.0107326097786426,0.8476179838180542,0.0337068140506744,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S456__rbf_beta_1.5,1000,1,a photo of a tulip,456,1.5,0.3797107338905334,0.0118541959673166,0.2319493740797042,0.0107181146740913,0.8532281517982483,0.0191164258867502,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S456__rbf_beta_2.0,1000,1,a photo of a tulip,456,2.0,0.3791588544845581,0.009292752481997,0.2085645496845245,0.0115922465920448,0.8657236695289612,0.0217578783631324,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S789__rbf_beta_0.5,1000,1,a photo of a tulip,789,0.5,0.3809711337089538,0.0077221118845045,0.2194724977016449,0.024884084239602,0.8558816313743591,0.0201934780925512,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S789__rbf_beta_1.0,1000,1,a photo of a tulip,789,1.0,0.3833301067352295,0.0078141232952475,0.2469421625137329,0.0123150097206234,0.8475804328918457,0.0106368409469723,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S789__rbf_beta_1.5,1000,1,a photo of a tulip,789,1.5,0.3849437832832336,0.0108640398830175,0.2346477806568145,0.0097847403958439,0.8487362861633301,0.0220552552491426,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S789__rbf_beta_2.0,1000,1,a photo of a tulip,789,2.0,0.3874558806419372,0.0069677284918725,0.2054720669984817,0.0061760386452078,0.8546621799468994,0.0140767376869916,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
