# RAW EXPERIMENTAL DATA - METHODOLOGY
# This file contains raw experimental data consolidated from individual runs
# 
# Data Details:
# - Experiment: exp5_rbf_beta
# - Total runs: 64
# - Data source: Individual experiment runs with metrics calculated per run
# - Metrics included: Fidelity, diversity, cross-consistency
# - Statistics: Mean and standard deviation calculated per run
# 
# Each row represents one experimental run with its calculated metrics
# Raw data before any averaging or statistical aggregation
#
# Generated by: consolidate_experiments.py
# Date: 2025-09-18 16:50:41
#
experiment,run_id,last_step,n_samples,prompt,seed,rbf_beta,fidelity_mean,fidelity_std,diversity_mean,diversity_std,cross_consistency_mean,cross_consistency_std,cfg_H,cfg_W,cfg_adaptive_lambda,cfg_anneal_timestep,cfg_batch_size,cfg_best_step,cfg_cosine_beta,cfg_cosine_eps_shift,cfg_densification_interval,cfg_densify_grad_threshold,cfg_density_end_iter,cfg_density_start_iter,cfg_density_thresh,cfg_efficiency_interval,cfg_elevation,cfg_enable_lpips,cfg_eval_H,cfg_eval_W,cfg_eval_radius,cfg_feature_extractor_model_name,cfg_feature_layer,cfg_feature_lr,cfg_force_cuda_rast,cfg_force_same_noise,cfg_force_same_t,cfg_fovy,cfg_geom_lr,cfg_gui,cfg_guidance_scale,cfg_horizontal,cfg_imagedream,cfg_input,cfg_invert_bg_prob,cfg_iters,cfg_iters_refine,cfg_kernel_type,cfg_lambda_repulsion,cfg_lambda_sd,cfg_lambda_zero123,cfg_load,cfg_losses_interval,cfg_max_ver,cfg_mesh,cfg_mesh_format,cfg_metrics,cfg_min_ver,cfg_multi_view_type,cfg_mvdream,cfg_negative_prompt,cfg_num_particles,cfg_num_pts,cfg_num_views,cfg_opacity_lr,cfg_opacity_reset_interval,cfg_outdir,cfg_percent_dense,cfg_position_lr_delay_mult,cfg_position_lr_final,cfg_position_lr_init,cfg_position_lr_max_steps,cfg_prompt,cfg_quantitative_metrics_interval,cfg_radius,cfg_rbf_beta,cfg_ref_size,cfg_rep_ratio_target,cfg_repulsion_type,cfg_rotation_lr,cfg_save_features,cfg_save_features_interval,cfg_save_iid,cfg_save_model,cfg_save_path,cfg_save_rendered_images,cfg_save_rendered_images_interval,cfg_scaling_lr,cfg_schedule_iters,cfg_seed,cfg_sh_degree,cfg_stable_zero123,cfg_texture_lr,cfg_train_geo,cfg_video_snapshot,cfg_visualize,cfg_visualize_fixed_viewpoint,cfg_visualize_fixed_viewpoint_interval,cfg_visualize_graph,cfg_visualize_graph_interval,cfg_visualize_multi_viewpoints,cfg_visualize_multi_viewpoints_interval,cfg_warmup_rgb_loss
exp5_rbf_beta,CACT__S42__rbf_beta_0.5,1000,1,a small saguaro cactus planted in a clay pot,42,0.5,0.3732914328575134,0.0086969947442412,0.2338760197162628,0.0069624204188585,0.8761383295059204,0.0159293301403522,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S42__rbf_beta_1.0,1000,1,a small saguaro cactus planted in a clay pot,42,1.0,0.3779083788394928,0.0094536878168582,0.2485589385032653,0.0103676542639732,0.8846476078033447,0.0154134025797247,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S42__rbf_beta_1.5,1000,1,a small saguaro cactus planted in a clay pot,42,1.5,0.3788867592811584,0.0051014046184718,0.2225142121315002,0.009106851182878,0.8761223554611206,0.0144550884142518,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S42__rbf_beta_2.0,1000,1,a small saguaro cactus planted in a clay pot,42,2.0,0.3802186250686645,0.0067299492657184,0.197733998298645,0.0162233375012874,0.8839643001556396,0.0098599288612604,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S456__rbf_beta_0.5,1000,1,a small saguaro cactus planted in a clay pot,456,0.5,0.376884788274765,0.0078403251245617,0.240984246134758,0.0079103577882051,0.8814555406570435,0.0134504968300461,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S456__rbf_beta_1.0,1000,1,a small saguaro cactus planted in a clay pot,456,1.0,0.3788552284240722,0.008379478007555,0.2293350398540496,0.0143709937110543,0.8626439571380615,0.0098911477252841,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S456__rbf_beta_1.5,1000,1,a small saguaro cactus planted in a clay pot,456,1.5,0.3808034062385559,0.0061602969653904,0.2441899627447128,0.0133114298805594,0.8725303411483765,0.0137910787016153,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S456__rbf_beta_2.0,1000,1,a small saguaro cactus planted in a clay pot,456,2.0,0.375802993774414,0.0064813364297151,0.2224880456924438,0.0194802638143301,0.8742457628250122,0.0116385323926806,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S789__rbf_beta_0.5,1000,1,a small saguaro cactus planted in a clay pot,789,0.5,0.3766262531280517,0.0045642149634659,0.2393319010734558,0.0117814987897872,0.8643871545791626,0.0171830169856548,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S789__rbf_beta_1.0,1000,1,a small saguaro cactus planted in a clay pot,789,1.0,0.379025399684906,0.0071310000494122,0.2208214700222015,0.0143549107015132,0.8735861778259277,0.016322998329997,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S789__rbf_beta_1.5,1000,1,a small saguaro cactus planted in a clay pot,789,1.5,0.3765751421451568,0.0058921538293361,0.2309581637382507,0.0125389248132705,0.8715162873268127,0.0122267035767436,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,CACT__S789__rbf_beta_2.0,1000,1,a small saguaro cactus planted in a clay pot,789,2.0,0.379935473203659,0.008722310885787,0.2080841958522796,0.009076495654881,0.8776650428771973,0.0210325736552476,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S123__rbf_beta_0.5,1000,1,a photo of an ice cream,123,0.5,0.4169871211051941,0.0041905594989657,0.3071273267269134,0.0144439162686467,0.7993888854980469,0.0344836749136447,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S123__rbf_beta_1.0,1000,1,a photo of an ice cream,123,1.0,0.4159426689147949,0.0050670215860009,0.3115956783294678,0.0178633574396371,0.7984952926635742,0.0259501859545707,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S123__rbf_beta_1.5,1000,1,a photo of an ice cream,123,1.5,0.4175429344177246,0.0049821771681308,0.2889466881752014,0.0247749462723732,0.8127462863922119,0.0201599057763814,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S123__rbf_beta_2.0,1000,1,a photo of an ice cream,123,2.0,0.4185342192649841,0.004460603930056,0.2876136302947998,0.0239220466464757,0.7963331937789917,0.0243700481951236,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S42__rbf_beta_0.5,1000,1,a photo of an ice cream,42,0.5,0.4203223884105682,0.0059336330741643,0.3054024577140808,0.0156491324305534,0.8013302087783813,0.0262945815920829,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S42__rbf_beta_1.0,1000,1,a photo of an ice cream,42,1.0,0.4164027571678161,0.0057566128671169,0.3336996734142303,0.0141467191278934,0.8050178289413452,0.0223468448966741,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S42__rbf_beta_1.5,1000,1,a photo of an ice cream,42,1.5,0.4169783890247345,0.0036263540387153,0.3170941472053528,0.0129877515137195,0.808424174785614,0.021490279585123,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S42__rbf_beta_2.0,1000,1,a photo of an ice cream,42,2.0,0.4182471632957458,0.0065029948018491,0.2747272253036499,0.0138169731944799,0.8124562501907349,0.0279936138540506,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S456__rbf_beta_0.5,1000,1,a photo of an ice cream,456,0.5,0.4132842719554901,0.00629557762295,0.299148678779602,0.0179585944861173,0.7928328514099121,0.0295411646366119,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S456__rbf_beta_1.0,1000,1,a photo of an ice cream,456,1.0,0.4104785025119781,0.0058122458867728,0.3156580924987793,0.019053628668189,0.7933151721954346,0.0252455677837133,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S456__rbf_beta_1.5,1000,1,a photo of an ice cream,456,1.5,0.4150940477848053,0.0045209010131657,0.3117610216140747,0.0094230929389595,0.7956076264381409,0.0238884296268224,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S456__rbf_beta_2.0,1000,1,a photo of an ice cream,456,2.0,0.4174854159355163,0.0054581658914685,0.2640542387962341,0.0137451030313968,0.7878051996231079,0.0186850074678659,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S789__rbf_beta_0.5,1000,1,a photo of an ice cream,789,0.5,0.4165921807289123,0.0057272748090326,0.3199610710144043,0.0220798030495643,0.7915639877319336,0.032278187572956,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S789__rbf_beta_1.0,1000,1,a photo of an ice cream,789,1.0,0.4172302484512329,0.0051283566281199,0.303434282541275,0.0143724512308835,0.8000390529632568,0.0189093649387359,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S789__rbf_beta_1.5,1000,1,a photo of an ice cream,789,1.5,0.416669487953186,0.0067684748210012,0.3008274435997009,0.017152976244688,0.8022722601890564,0.0220016464591026,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,ICE__S789__rbf_beta_2.0,1000,1,a photo of an ice cream,789,2.0,0.4166496992111206,0.005305593367666,0.3199357986450195,0.0166822560131549,0.793205976486206,0.0210823025554418,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S123__rbf_beta_0.5,1000,1,a photo of a tulip,123,0.5,0.3833969235420227,0.0065254126675426,0.2405588030815124,0.0094530703499913,0.8540012836456299,0.019044866785407,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S123__rbf_beta_1.0,1000,1,a photo of a tulip,123,1.0,0.3855881989002228,0.009110752493143,0.2348159253597259,0.010328808799386,0.8582747578620911,0.012958699837327,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S123__rbf_beta_1.5,1000,1,a photo of a tulip,123,1.5,0.3785957098007202,0.0111561585217714,0.2516949772834778,0.0129853952676057,0.8394068479537964,0.0253947079181671,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp5_rbf_beta,TUL__S123__rbf_beta_2.0,1000,1,a photo of a tulip,123,2.0,0.385631263256073,0.0035164877772331,0.2195208519697189,0.0083002476021647,0.8574161529541016,0.0152468821033835,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp5_rbf_beta/BULL__S42__rbf_beta_0.5,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,0.5,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,42,0,False,0.2,False,False,True,True,100,False,100,False,500,True
