# AVERAGED DATA - METHODOLOGY
# This file contains data averaged over prompts for easier comparison
# 
# Averaging Details:
# - Method: Mean across all prompts for each parameter combination
# - Total prompts included: 4
# - Prompts: a bulldozer made out of toy bricks, a photo of a tulip, a photo of an ice cream, a small saguaro cactus planted in a clay pot
# - Original data points: 4
# - Averaged data points: 1
# 
# Each row represents the average performance across all prompts for a specific parameter value
# Standard deviations and other statistics are also averaged accordingly
#
# Generated by: average_over_prompts.py
# Date: 2025-09-18 16:50:42
#
experiment,repulsion_type,n_runs,fidelity_mean_mean,fidelity_mean_std,fidelity_mean_min,fidelity_mean_max,fidelity_mean_cv,fidelity_std_mean,fidelity_std_std,diversity_mean_mean,diversity_mean_std,diversity_mean_min,diversity_mean_max,diversity_mean_cv,diversity_std_mean,diversity_std_std,cross_consistency_mean_mean,cross_consistency_mean_std,cross_consistency_mean_min,cross_consistency_mean_max,cross_consistency_mean_cv,cross_consistency_std_mean,cross_consistency_std_std
exp0_baseline_indep,WO,16,0.3978825416415929,0.002044240419949375,0.3955671042203903,0.40031278133392334,0.0051775840105818,0.00476542992691965,0.001384774068435875,0.16527440166100854,0.00850797954515385,0.15682315267622468,0.17379885539412498,0.04996730694459867,0.01028224744368335,0.002363834938171075,0.852546963840723,0.0045830432718064005,0.8468291312456131,0.8573650270700455,0.005484001534266525,0.01143149091512885,0.003344455530155825
