# AVERAGED DATA - METHODOLOGY
# This file contains data averaged over prompts for easier comparison
# 
# Averaging Details:
# - Method: Mean across all prompts for each parameter combination
# - Total prompts included: 2
# - Prompts: a photo of an ice cream, a small saguaro cactus planted in a clay pot
# - Original data points: 6
# - Averaged data points: 3
# 
# Each row represents the average performance across all prompts for a specific parameter value
# Standard deviations and other statistics are also averaged accordingly
#
# Generated by: average_over_prompts.py
# Date: 2025-09-18 16:50:42
#
experiment,num_pts,n_runs,fidelity_mean_mean,fidelity_mean_std,fidelity_mean_min,fidelity_mean_max,fidelity_mean_cv,fidelity_std_mean,fidelity_std_std,diversity_mean_mean,diversity_mean_std,diversity_mean_min,diversity_mean_max,diversity_mean_cv,diversity_std_mean,diversity_std_std,cross_consistency_mean_mean,cross_consistency_mean_std,cross_consistency_mean_min,cross_consistency_mean_max,cross_consistency_mean_cv,cross_consistency_std_mean,cross_consistency_std_std
exp_num_pts,1000,2,0.39685435593128204,,0.39685435593128204,0.39685435593128204,,0.00685694045387205,,0.2809720933437347,,0.2809720933437347,0.2809720933437347,,0.0117829227820038,,0.84156134724617,,0.84156134724617,0.84156134724617,,0.02270342269912355,
exp_num_pts,3000,2,0.39893203973770136,,0.39893203973770136,0.39893203973770136,,0.004959930898621651,,0.2714347690343857,,0.2714347690343857,0.2714347690343857,,0.01459142751991745,,0.8344318568706512,,0.8344318568706512,0.8344318568706512,,0.019108477048575802,
exp_num_pts,5000,2,0.39785805344581604,,0.39785805344581604,0.39785805344581604,,0.0045846519060432495,,0.28665941208601,,0.28665941208601,0.28665941208601,,0.018133925274014452,,0.8341996371746063,,0.8341996371746063,0.8341996371746063,,0.0266969809308648,
