# RAW EXPERIMENTAL DATA - METHODOLOGY
# This file contains raw experimental data consolidated from individual runs
# 
# Data Details:
# - Experiment: exp_gaussian_reproduce
# - Total runs: 48
# - Data source: Individual experiment runs with metrics calculated per run
# - Metrics included: Fidelity, diversity, cross-consistency
# - Statistics: Mean and standard deviation calculated per run
# 
# Each row represents one experimental run with its calculated metrics
# Raw data before any averaging or statistical aggregation
#
# Generated by: consolidate_experiments.py
# Date: 2025-09-18 16:50:41
#
experiment,run_id,last_step,n_samples,prompt,seed,fidelity_mean,fidelity_std,diversity_mean,diversity_std,cross_consistency_mean,cross_consistency_std,cfg_H,cfg_W,cfg_adaptive_lambda,cfg_anneal_timestep,cfg_batch_size,cfg_best_step,cfg_cosine_beta,cfg_cosine_eps_shift,cfg_densification_interval,cfg_densify_grad_threshold,cfg_density_end_iter,cfg_density_start_iter,cfg_density_thresh,cfg_efficiency_interval,cfg_elevation,cfg_enable_lpips,cfg_eval_H,cfg_eval_W,cfg_eval_radius,cfg_feature_extractor_model_name,cfg_feature_layer,cfg_feature_lr,cfg_force_cuda_rast,cfg_force_same_noise,cfg_force_same_t,cfg_fovy,cfg_geom_lr,cfg_gui,cfg_guidance_scale,cfg_horizontal,cfg_imagedream,cfg_input,cfg_invert_bg_prob,cfg_iters,cfg_iters_refine,cfg_kernel_type,cfg_lambda_repulsion,cfg_lambda_sd,cfg_lambda_zero123,cfg_load,cfg_losses_interval,cfg_max_ver,cfg_mesh,cfg_mesh_format,cfg_metrics,cfg_min_ver,cfg_multi_view_type,cfg_mvdream,cfg_negative_prompt,cfg_num_particles,cfg_num_pts,cfg_num_views,cfg_opacity_lr,cfg_opacity_reset_interval,cfg_outdir,cfg_percent_dense,cfg_position_lr_delay_mult,cfg_position_lr_final,cfg_position_lr_init,cfg_position_lr_max_steps,cfg_prompt,cfg_quantitative_metrics_interval,cfg_radius,cfg_rbf_beta,cfg_ref_size,cfg_rep_ratio_target,cfg_repulsion_type,cfg_rotation_lr,cfg_save_features,cfg_save_features_interval,cfg_save_iid,cfg_save_model,cfg_save_path,cfg_save_rendered_images,cfg_save_rendered_images_interval,cfg_scaling_lr,cfg_schedule_iters,cfg_seed,cfg_sh_degree,cfg_stable_zero123,cfg_texture_lr,cfg_train_geo,cfg_video_snapshot,cfg_visualize,cfg_visualize_fixed_viewpoint,cfg_visualize_fixed_viewpoint_interval,cfg_visualize_graph,cfg_visualize_graph_interval,cfg_visualize_multi_viewpoints,cfg_visualize_multi_viewpoints_interval,cfg_warmup_rgb_loss
exp_gaussian_reproduce,WO__CACT__S321,500,1,a small saguaro cactus planted in a clay pot,321,0.387250542640686,0.0,0.0,0.0,0.9025669097900392,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__CACT__S42,500,1,a small saguaro cactus planted in a clay pot,42,0.3939142823219299,0.0,0.0,0.0,0.9039725065231324,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__CACT__S456,500,1,a small saguaro cactus planted in a clay pot,456,0.3872158825397491,0.0,0.0,0.0,0.8998427987098694,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__CACT__S654,500,1,a small saguaro cactus planted in a clay pot,654,0.3974747061729431,0.0,0.0,0.0,0.8939038515090942,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__CACT__S789,500,1,a small saguaro cactus planted in a clay pot,789,0.3887578845024109,0.0,0.0,0.0,0.8691238164901733,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__CACT__S987,500,1,a small saguaro cactus planted in a clay pot,987,0.3898760378360748,0.0,0.0,0.0,0.8930615186691284,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S123,500,1,a photo of a hamburger,123,0.3961473107337951,0.0,0.0,0.0,0.9012143015861512,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S1234,500,1,a photo of a hamburger,1234,0.4009503126144409,0.0,0.0,0.0,0.8862010836601257,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S321,500,1,a photo of a hamburger,321,0.3992286920547485,0.0,0.0,0.0,0.8839128613471985,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S42,500,1,a photo of a hamburger,42,0.4030847549438476,0.0,0.0,0.0,0.8936253190040588,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S456,500,1,a photo of a hamburger,456,0.398124098777771,0.0,0.0,0.0,0.9037840962409972,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S654,500,1,a photo of a hamburger,654,0.3973294198513031,0.0,0.0,0.0,0.9077481031417848,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S789,500,1,a photo of a hamburger,789,0.4007895588874817,0.0,0.0,0.0,0.8657540082931519,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__HAMB__S987,500,1,a photo of a hamburger,987,0.3980274200439453,0.0,0.0,0.0,0.902473211288452,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S123,500,1,a photo of an ice cream,123,0.4210010766983032,0.0,0.0,0.0,0.8911398649215698,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S1234,500,1,a photo of an ice cream,1234,0.4183064699172973,0.0,0.0,0.0,0.8539058566093445,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S321,500,1,a photo of an ice cream,321,0.4170480668544769,0.0,0.0,0.0,0.8676705360412598,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S42,500,1,a photo of an ice cream,42,0.4220152795314789,0.0,0.0,0.0,0.8598914742469788,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S456,500,1,a photo of an ice cream,456,0.4132606983184814,0.0,0.0,0.0,0.8280269503593445,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S654,500,1,a photo of an ice cream,654,0.4162231683731079,0.0,0.0,0.0,0.8589182496070862,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S789,500,1,a photo of an ice cream,789,0.4182242751121521,0.0,0.0,0.0,0.8364687561988831,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
exp_gaussian_reproduce,WO__ICE__S987,500,1,a photo of an ice cream,987,0.4123974442481994,0.0,0.0,0.0,0.8662598133087158,0.0,800,800,False,True,1,-1,1.0,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.5,facebook/dinov2-base,11,0.01,False,False,False,49.1,0.0001,False,100,0,False,,0.5,500,50,none,1000,1,0,,10,30,,obj,True,-30,average_views,False,,1,1000,8,0.05,700,exp/exp_gaussian_reproduce/WO__BULL__S1234,0.01,0.02,2e-05,0.001,300,a bulldozer made out of toy bricks,50,2.5,1.0,256,40.0,wo,0.005,True,250,False,True,???,False,100,0.005,500,1234,0,False,0.2,False,True,True,True,100,False,100,False,500,True
