# RAW EXPERIMENTAL DATA - METHODOLOGY
# This file contains raw experimental data consolidated from individual runs
# 
# Data Details:
# - Experiment: exp1_repulsion_kernel
# - Total runs: 64
# - Data source: Individual experiment runs with metrics calculated per run
# - Metrics included: Fidelity, diversity, cross-consistency
# - Statistics: Mean and standard deviation calculated per run
# 
# Each row represents one experimental run with its calculated metrics
# Raw data before any averaging or statistical aggregation
#
# Generated by: consolidate_experiments.py
# Date: 2025-09-18 16:50:40
#
experiment,run_id,last_step,n_samples,prompt,seed,method,kernel,fidelity_mean,fidelity_std,diversity_mean,diversity_std,cross_consistency_mean,cross_consistency_std,cfg_H,cfg_W,cfg_adaptive_lambda,cfg_anneal_timestep,cfg_batch_size,cfg_best_step,cfg_cosine_beta,cfg_cosine_eps_shift,cfg_densification_interval,cfg_densify_grad_threshold,cfg_density_end_iter,cfg_density_start_iter,cfg_density_thresh,cfg_efficiency_interval,cfg_elevation,cfg_enable_lpips,cfg_eval_H,cfg_eval_W,cfg_eval_radius,cfg_feature_extractor_model_name,cfg_feature_layer,cfg_feature_lr,cfg_force_cuda_rast,cfg_force_same_noise,cfg_force_same_t,cfg_fovy,cfg_geom_lr,cfg_gui,cfg_guidance_scale,cfg_horizontal,cfg_imagedream,cfg_input,cfg_invert_bg_prob,cfg_iters,cfg_iters_refine,cfg_kernel_type,cfg_lambda_repulsion,cfg_lambda_sd,cfg_lambda_zero123,cfg_load,cfg_losses_interval,cfg_max_ver,cfg_mesh,cfg_mesh_format,cfg_metrics,cfg_min_ver,cfg_multi_view_type,cfg_mvdream,cfg_negative_prompt,cfg_num_particles,cfg_num_pts,cfg_num_views,cfg_opacity_lr,cfg_opacity_reset_interval,cfg_outdir,cfg_percent_dense,cfg_position_lr_delay_mult,cfg_position_lr_final,cfg_position_lr_init,cfg_position_lr_max_steps,cfg_prompt,cfg_quantitative_metrics_interval,cfg_radius,cfg_rbf_beta,cfg_ref_size,cfg_rep_ratio_target,cfg_repulsion_type,cfg_rotation_lr,cfg_save_features,cfg_save_features_interval,cfg_save_iid,cfg_save_model,cfg_save_path,cfg_save_rendered_images,cfg_save_rendered_images_interval,cfg_scaling_lr,cfg_schedule_iters,cfg_seed,cfg_sh_degree,cfg_stable_zero123,cfg_texture_lr,cfg_train_geo,cfg_video_snapshot,cfg_visualize,cfg_visualize_fixed_viewpoint,cfg_visualize_fixed_viewpoint_interval,cfg_visualize_graph,cfg_visualize_graph_interval,cfg_visualize_multi_viewpoints,cfg_visualize_multi_viewpoints_interval,cfg_warmup_rgb_loss
exp1_repulsion_kernel,RLSD__RBF__CACT__S123,1000,1,a small saguaro cactus planted in a clay pot,123,RLSD,RBF,0.3776463270187378,0.0079244785010814,0.2378153502941131,0.018607210367918,0.8725532293319702,0.0119717400521039,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__CACT__S42,1000,1,a small saguaro cactus planted in a clay pot,42,RLSD,RBF,0.3755336403846741,0.0087075242772698,0.2388239651918411,0.0112234503030776,0.8674387335777283,0.0141152488067746,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__CACT__S456,1000,1,a small saguaro cactus planted in a clay pot,456,RLSD,RBF,0.3791260123252868,0.0095763532444834,0.2488039433956146,0.0139078814536333,0.8685150742530823,0.0180434677749872,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__CACT__S789,1000,1,a small saguaro cactus planted in a clay pot,789,RLSD,RBF,0.3752882480621338,0.0102423150092363,0.2559610307216644,0.0112462192773818,0.8612637519836426,0.0129998829215765,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__ICE__S123,1000,1,a photo of an ice cream,123,RLSD,RBF,0.415332019329071,0.0041210567578673,0.3137091994285583,0.0175011735409498,0.7990033626556396,0.0301819778978824,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__ICE__S42,1000,1,a photo of an ice cream,42,RLSD,RBF,0.416105717420578,0.0089566614478826,0.3292612731456756,0.0178033020347356,0.8068612813949585,0.0325461365282535,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__ICE__S456,1000,1,a photo of an ice cream,456,RLSD,RBF,0.4134324789047241,0.0085580172017216,0.3176878094673157,0.0210890900343656,0.7927323579788208,0.0232471823692321,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__ICE__S789,1000,1,a photo of an ice cream,789,RLSD,RBF,0.4148634672164917,0.0035102537367492,0.289005696773529,0.0161438919603824,0.8108707666397095,0.0283101703971624,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__TUL__S123,1000,1,a photo of a tulip,123,RLSD,RBF,0.383811354637146,0.007905482314527,0.2436196208000183,0.0104700773954391,0.849076509475708,0.0206463877111673,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__TUL__S42,1000,1,a photo of a tulip,42,RLSD,RBF,0.3800045251846313,0.0104151144623756,0.239357978105545,0.0195969846099615,0.846406102180481,0.0185596384108066,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__TUL__S456,1000,1,a photo of a tulip,456,RLSD,RBF,0.3798731863498688,0.0118249515071511,0.2471519857645034,0.0156647767871618,0.8528488874435425,0.0193515196442604,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,RLSD__RBF__TUL__S789,1000,1,a photo of a tulip,789,RLSD,RBF,0.3844219446182251,0.0079115983098745,0.2377163618803024,0.0187377091497182,0.8467636108398438,0.0188056305050849,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__BULL__S123,1000,1,a bulldozer made out of toy bricks,123,SVGD,COS,0.3376175165176391,0.0223610494285821,0.169066235423088,0.0132345221936702,0.8488789200782776,0.0155769307166337,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__BULL__S42,1000,1,a bulldozer made out of toy bricks,42,SVGD,COS,0.3396704196929931,0.0264108292758464,0.1588025838136673,0.0095064137130975,0.8585216999053955,0.0091983880847692,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__BULL__S456,1000,1,a bulldozer made out of toy bricks,456,SVGD,COS,0.3413628339767456,0.0254641156643629,0.170759379863739,0.0079092606902122,0.849794864654541,0.0151641620323061,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__BULL__S789,1000,1,a bulldozer made out of toy bricks,789,SVGD,COS,0.3478377759456634,0.0212550144642591,0.179254949092865,0.0085269529372453,0.8444676995277405,0.0193239990621805,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__CACT__S123,1000,1,a small saguaro cactus planted in a clay pot,123,SVGD,COS,0.3504343926906585,0.0064346883445978,0.1629031151533126,0.0103455642238259,0.8809947967529297,0.0140914740040898,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__CACT__S42,1000,1,a small saguaro cactus planted in a clay pot,42,SVGD,COS,0.3526949286460876,0.0048134131357073,0.1599971652030944,0.0101932613179087,0.8843239545822144,0.009478386491537,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__CACT__S456,1000,1,a small saguaro cactus planted in a clay pot,456,SVGD,COS,0.3582391738891601,0.0068283607251942,0.1679732352495193,0.0181475095450878,0.8714979290962219,0.0114680770784616,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__CACT__S789,1000,1,a small saguaro cactus planted in a clay pot,789,SVGD,COS,0.3576504290103912,0.0043369685299694,0.1615557372570037,0.0143172461539506,0.8733899593353271,0.0103060603141784,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__ICE__S123,1000,1,a photo of an ice cream,123,SVGD,COS,0.40932697057724,0.0057575036771595,0.229024589061737,0.0201262980699539,0.7865145802497864,0.0190014187246561,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__ICE__S42,1000,1,a photo of an ice cream,42,SVGD,COS,0.4091811776161194,0.0067797261290252,0.2188829779624939,0.0210955087095499,0.7929216623306274,0.0267432034015655,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__ICE__S456,1000,1,a photo of an ice cream,456,SVGD,COS,0.4089871048927307,0.0046513127163052,0.2182890325784683,0.0210845377296209,0.7890466451644897,0.0194269549101591,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__ICE__S789,1000,1,a photo of an ice cream,789,SVGD,COS,0.4083189964294433,0.0082085588946938,0.226237267255783,0.0204845666885375,0.7937750816345215,0.0222663544118404,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__TUL__S123,1000,1,a photo of a tulip,123,SVGD,COS,0.3704054951667785,0.013020884245634,0.1754921674728393,0.0154388500377535,0.8535953760147095,0.0080936718732118,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__TUL__S42,1000,1,a photo of a tulip,42,SVGD,COS,0.3691583275794983,0.0154111785814166,0.1612266302108764,0.0091871200129389,0.8643655776977539,0.0144887864589691,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__TUL__S456,1000,1,a photo of a tulip,456,SVGD,COS,0.3630330264568329,0.0176308508962392,0.1757716238498687,0.0147665087133646,0.8772364854812622,0.0078176259994506,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__COS__TUL__S789,1000,1,a photo of a tulip,789,SVGD,COS,0.3744298219680786,0.00916179548949,0.1624883413314819,0.0110901743173599,0.8623605966567993,0.0122950579971075,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__RBF__BULL__S123,1000,1,a bulldozer made out of toy bricks,123,SVGD,RBF,0.3603093028068542,0.0235001407563686,0.2539223134517669,0.0159238781780004,0.8209607005119324,0.0084649929776787,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__RBF__BULL__S42,1000,1,a bulldozer made out of toy bricks,42,SVGD,RBF,0.3538227677345276,0.032419379800558,0.2728363275527954,0.020143499597907,0.8186222314834595,0.0257216356694698,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__RBF__BULL__S456,1000,1,a bulldozer made out of toy bricks,456,SVGD,RBF,0.3605426251888275,0.0186961162835359,0.2566529810428619,0.0210373047739267,0.8109514117240906,0.0113994544371962,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
exp1_repulsion_kernel,SVGD__RBF__BULL__S789,1000,1,a bulldozer made out of toy bricks,789,SVGD,RBF,0.3615153431892395,0.0177228339016437,0.2429728955030441,0.016887379810214,0.8137747049331665,0.0204388592392206,800,800,False,True,1,-1,0.5,1e-3,50,0.01,3000,0,1,10,0,False,512,512,4.0,facebook/dinov2-base,last,0.01,False,True,True,49.1,0.0001,False,50,0,False,,0.5,1000,50,rbf,1000,1,0,,10,30,,obj,True,-30,average_views,False,,8,1000,8,0.01,700,exp/exp1_repulsion_kernel/RLSD__RBF__TUL__S123,0.01,0.02,2e-05,0.001,300,a photo of a tulip,50,2.5,1.0,256,40.0,rlsd,0.005,True,250,False,False,???,False,100,0.005,1500,123,0,False,0.2,False,False,True,True,100,False,100,False,500,True
