# AVERAGED DATA - METHODOLOGY
# This file contains data averaged over prompts for easier comparison
# 
# Averaging Details:
# - Method: Mean across all prompts for each parameter combination
# - Total prompts included: 2
# - Prompts: a photo of an ice cream, a small saguaro cactus planted in a clay pot
# - Original data points: 6
# - Averaged data points: 3
# 
# Each row represents the average performance across all prompts for a specific parameter value
# Standard deviations and other statistics are also averaged accordingly
#
# Generated by: average_over_prompts.py
# Date: 2025-09-18 16:50:42
#
experiment,opacity_lr,n_runs,fidelity_mean_mean,fidelity_mean_std,fidelity_mean_min,fidelity_mean_max,fidelity_mean_cv,fidelity_std_mean,fidelity_std_std,diversity_mean_mean,diversity_mean_std,diversity_mean_min,diversity_mean_max,diversity_mean_cv,diversity_std_mean,diversity_std_std,cross_consistency_mean_mean,cross_consistency_mean_std,cross_consistency_mean_min,cross_consistency_mean_max,cross_consistency_mean_cv,cross_consistency_std_mean,cross_consistency_std_std
exp_opacity_lr,0.005,2,0.39760471880435944,,0.39760471880435944,0.39760471880435944,,0.00620969990268345,,0.2845832407474517,,0.2845832407474517,0.2845832407474517,,0.0119736497290432,,0.8387035131454468,,0.8387035131454468,0.8387035131454468,,0.0289785331115126,
exp_opacity_lr,0.01,2,0.3975640535354614,,0.3975640535354614,0.3975640535354614,,0.0075590014457701995,,0.27162943780422205,,0.27162943780422205,0.27162943780422205,,0.01630889438092705,,0.8449823558330536,,0.8449823558330536,0.8449823558330536,,0.02616068255156275,
exp_opacity_lr,0.05,2,0.38852883875370026,,0.38852883875370026,0.38852883875370026,,0.0091644134372472,,0.24916733801364893,,0.24916733801364893,0.24916733801364893,,0.011492440942674799,,0.8484736680984497,,0.8484736680984497,0.8484736680984497,,0.0138497469015419,
