# AVERAGED DATA - METHODOLOGY
# This file contains data averaged over prompts for easier comparison
# 
# Averaging Details:
# - Method: Mean across all prompts for each parameter combination
# - Total prompts included: 4
# - Prompts: a bulldozer made out of toy bricks, a photo of a tulip, a photo of an ice cream, a small saguaro cactus planted in a clay pot
# - Original data points: 4
# - Averaged data points: 1
# 
# Each row represents the average performance across all prompts for a specific parameter value
# Standard deviations and other statistics are also averaged accordingly
#
# Generated by: average_over_prompts.py
# Date: 2025-09-18 16:50:42
#
experiment,repulsion_type,n_runs,fidelity_mean_mean,fidelity_mean_std,fidelity_mean_min,fidelity_mean_max,fidelity_mean_cv,fidelity_std_mean,fidelity_std_std,diversity_mean_mean,diversity_mean_std,diversity_mean_min,diversity_mean_max,diversity_mean_cv,diversity_std_mean,diversity_std_std,cross_consistency_mean_mean,cross_consistency_mean_std,cross_consistency_mean_min,cross_consistency_mean_max,cross_consistency_mean_cv,cross_consistency_std_mean,cross_consistency_std_std
exp0_baseline,WO,16,0.3983301594853401,0.002424923630697075,0.396033726632595,0.4015500545501709,0.0061855747659965744,0.0043851011505466,0.00088224315695105,0.13781123515218485,0.0092614215896775,0.1271231118589639,0.14899691939353937,0.06843101856336543,0.01055643963627505,0.002973617608578675,0.8532215356826782,0.003704275980152475,0.848565012216568,0.8566729575395584,0.004339100729183075,0.01040888609713865,0.0033137489382378997
