metric,baseline_mean,baseline_std,ours_mean,ours_std
max_memory_allocated_mb,37006.12447666886,45.34010730596313,38382.182509620594,26.06319410274352
memory_allocated_mb,23066.281764669384,19.004783776457632,23235.598337909963,11.287508056109658
px_per_s,976831.1120229205,10070.08608806057,867182.803957644,3093.1447067700715
step_gpu_ms,646.2233699509019,38.53155685555224,634.3952253108764,2.195028362051641
step_wall_ms,645.9785791095916,38.53278042110723,634.1962966039814,2.1939572528365034
