metric,baseline_mean,ours_mean
inter_particle_diversity_mean,0.13218622654676435,0.2618892677128315
cross_view_consistency_mean,0.8562625870108604,0.8312101239959399
fidelity_mean,0.3972392479578654,0.3909659336010615
