step_wall_ms_mean,step_gpu_ms_mean,render_ms_mean,sd_guidance_ms_mean,backprop_ms_mean,densify_ms_mean,px_per_s_mean,memory_allocated_mb_mean,max_memory_allocated_mb_mean,step_wall_ms_std,step_gpu_ms_std,render_ms_std,sd_guidance_ms_std,backprop_ms_std,densify_ms_std,px_per_s_std,memory_allocated_mb_std,max_memory_allocated_mb_std,prompt,seed
658.4999660112996,658.7049898959623,44.13593259621596,223.2276942248982,246.2629902748262,144.87334891535932,812723.7029864091,23412.71711111541,38822.35194925743,1100.2206496293836,1100.223187718903,36.71425842586826,970.1911739862686,133.54971001466987,141.17447098921846,661784.2830294397,1071.2440908077413,2850.821187754864,bulldozer,123
652.6036124773286,652.8119588417582,42.21026996371917,224.09837811004996,246.22239823692874,140.07256616663076,826408.7097321379,23360.068833152847,38701.14525158571,1107.0746702612412,1107.071567406139,34.40803290374678,977.8122717460419,133.77103058692643,133.18394776028035,684056.5980243469,1006.8255797896926,2688.008827270222,bulldozer,42
654.2900190527301,654.4762092816948,43.00798765512755,223.4530030463887,246.34799230982097,141.481036041393,821964.870751445,23376.031419206374,38740.328980700804,1104.0841580321867,1104.0789407825646,35.05537598404897,975.01959801776,133.47122902926034,135.0829601848808,675554.5657339918,1028.364757670645,2744.878014381971,bulldozer,456
654.4196583528883,654.6233735037322,42.12662342493192,224.14760621227694,246.3543825243406,141.79104619133886,821635.9722402118,23377.87609258973,38742.822478341586,1104.345629033013,1104.3411911191592,34.48195006268964,974.7780018084613,133.7105140774176,136.1678534760032,674607.6952820835,1021.0980598807552,2724.6773736938835,bulldozer,789
646.1882142230204,646.3865305079092,40.81917527860197,223.40276786172302,246.14016229222244,135.82610879047303,841189.6979554422,23330.919017829518,38589.633155747215,1102.225538755372,1102.2223786814254,32.75133328687414,974.1404623347829,133.40814141030168,125.48453551816301,714844.9933931138,921.8205242108132,2378.016724927562,cactus,123
645.1070264954636,645.3107825553063,40.92559413431157,223.7382840070099,245.54210150669707,134.9010468474451,843311.5405610818,23322.920879099627,38569.348197710395,1103.5089185683273,1103.505395945048,32.77726682914421,975.5091440614335,133.71464378558005,121.49648682436177,720445.4046987552,910.0268825238983,2345.286473687433,cactus,42
640.8517093277803,641.0381025559832,40.164010460940325,222.79740041260155,245.99067685839785,131.89962159584064,852143.6798789871,23290.446680654393,38495.294472269496,1103.0427925273884,1103.0389975889673,32.030310034703454,975.5848562042406,133.29969822849188,118.7461169575642,730265.0438499802,866.1053718997022,2233.4020147268966,cactus,456
645.651939719233,645.8625010877553,40.68360657726258,223.8500198270978,246.3102845087795,134.80802880609315,844171.1817085191,23309.305939627167,38539.66565303991,1106.8741959326437,1106.867418025668,32.16880876656761,978.4110807781152,133.96395583413377,120.64069520658319,723584.3741052896,884.2237690158717,2284.4032099946576,cactus,789
616.8096302962392,616.9968690777769,33.01333304549946,221.60654897930672,245.94775636883287,116.24199190260012,900134.6621508144,23167.905254099627,38226.95689105043,1099.2272033604957,1099.2226103643977,27.333826041672463,971.7087624779864,133.26519855233926,105.6828328486651,781601.0246364335,737.7366021347254,1933.3801989446529,hamburger,123
618.2203890714278,618.4112796594601,32.68236403657806,222.54021667949118,246.18926590843367,116.8085424469249,900275.0976806289,23159.49150100557,38206.785117574254,1101.8392676748163,1101.835503108196,26.691674142775746,974.4141698584609,133.3792371498683,104.82665623036495,790056.4278133197,721.3768893219195,1890.3034061841113,hamburger,42
618.7850312481976,618.9859316986386,33.0122673220121,222.13017059222676,246.41547188633075,117.22712144762794,898927.9960626509,23163.364934637993,38219.84888903929,1103.9232845414963,1103.9204416928792,27.356508766301168,976.1540715659601,133.5106572713895,107.02545707814433,784393.9221589509,730.1389969635488,1919.1719064305667,hamburger,456
617.3153801724352,617.5100142979386,33.09046211514143,222.15040061521427,246.23763343863337,115.8368840034461,902419.4669102983,23154.244609568377,38192.64540145421,1106.3617242610069,1106.356457772029,27.12328829947426,978.4438220908286,133.89714068660786,103.56834596783709,790288.4968380034,718.8823845052113,1881.1633578316987,hamburger,789
641.343684973066,641.5512828260365,39.590499373060645,225.86783197579334,247.0106439466708,128.87470967754132,859214.1822470528,23249.202071086016,38404.70220645111,1134.2627716710758,1134.262792920194,31.73440746807052,997.5065615600473,143.21905916557745,113.01713821488251,750435.9212038887,835.590783200698,2163.842988281013,icecream,123
639.8605838680805,640.0756872196009,40.60296272619231,223.76691744810358,245.95070950511732,129.53999418866738,857251.6686104719,23246.96513381807,38394.76378306776,1110.377236967976,1110.3709646701147,31.882275472010026,982.7779896473686,133.9662589455603,113.41848306907045,747589.854561209,826.28745344729,2132.453666877884,icecream,42
639.3280669027885,639.5353493265586,40.35239013160883,223.16373352394763,246.37925645133646,129.4326867958955,858318.7566356529,23245.511438350866,38393.542567489174,1102.639458839151,1102.634934165904,31.95959572005398,975.4059862421337,133.5867035224214,113.21129155966122,753407.4621466593,824.6759143797169,2132.4942570692183,icecream,456
636.6944793694754,636.8920052405631,38.549728108348674,223.50912106610687,246.1816084174679,128.45402177755196,861785.6216069403,23238.641118115716,38378.941971882734,1103.158427107794,1103.1570418274177,30.63312211409054,975.3940018142384,133.61822769489194,116.4392804009311,749015.1279812146,819.781744829736,2121.133950809959,icecream,789
635.3454603260328,635.5269446042505,35.71297791048811,230.6335878185006,246.08696907030253,122.91192552674156,876840.9740132564,23208.966835550742,38315.6339244276,1178.3426093815765,1178.3420712592733,29.131998954916416,1051.0645562366474,133.43291826606685,112.416696172072,755047.4125070048,790.2883408792862,2054.5894440051943,sundae,123
627.6744637790478,627.8622478825031,36.14706603930065,223.19644542484738,245.88604498940455,122.44490732549515,875171.9674805182,23221.15398263459,38341.51153987469,1104.4336669740808,1104.4317811889405,29.48116883741445,976.5423511492261,133.46647699538016,111.75919565227558,748003.3863480868,807.5016550250575,2094.3951180165172,sundae,42
628.2394017429451,628.437114149037,36.89629036592006,222.8657901333184,246.36345649009,122.11386475361662,876713.55634186,23208.268559521966,38311.72619024598,1102.8949120193047,1102.8894290378873,30.06815404899255,974.7026754672486,134.08769669840885,110.13453499525922,755409.0983424871,796.5510319124027,2065.665395387285,sundae,456
629.3513546305902,629.5616273785581,37.0851541975384,222.93555449307112,246.28328811607813,123.04735782390257,874268.0614420847,23218.51493850557,38334.10625676825,1104.4881172257064,1104.4809503292543,29.955447788684342,976.2860814332619,134.07915557818217,110.55995628641921,753716.7588824449,796.4220782415277,2065.2326004369093,sundae,789
621.2783979072171,621.4636547730701,34.21628553337316,224.11703318587993,246.19812115630376,116.74695803166026,897416.1485286274,23113.70416441058,38097.42432607518,1124.015483849815,1124.0097529802335,26.871969076316354,997.0530634737839,133.70945371103576,99.65389822205752,786623.0092734853,642.4107576906412,1685.5068245209486,tulip,123
617.9747445080061,618.1862339737391,33.182752546900424,222.31812160323827,246.46533455810334,116.00853579976402,901046.9654568215,23096.713412747526,38061.80024462407,1102.5034671801789,1102.4982635127174,25.967580485491983,975.8224814073462,133.16970173133396,99.6860815888306,791080.0702971442,624.9650933155334,1648.6706674997217,tulip,42
617.1550081586373,617.3349769516747,33.40975734598861,221.68289679840282,246.1582340189431,115.90411999530279,904541.7393942232,23089.696245552288,38043.10393138923,1104.9172236101685,1104.9171763550073,25.520828367371717,976.7048508526264,134.8668853126691,99.6358983278781,798726.1278481472,613.9254414002496,1615.0947107354025,tulip,456
617.7228958816221,617.9397401715269,33.014979273412784,222.64445746216074,246.46958060064676,115.59387854540186,904511.0746073215,23091.729936958538,38048.29685082766,1110.0276569593748,1110.0207699439454,25.117983878403116,982.9558535945299,133.71301321562606,99.59083284872965,797288.5724952706,617.3140608446723,1625.5941362530841,tulip,789
